Data de fim:;2025-03-28 23:59
Data de início:;2025-03-28 11:25

Número total de resultados da pesquisa:;8494

Operação;Entidade;Área central;Estado;Diagnóstico;Criticidade;Utilizador;Data pedido;Duração
Estado do ONT;212444311;01MS01;Pronto;;Informativos;ivr;2025-03-28 11:25:37;01:29
Potência Tx/Rx;212444311;01MS01;Pronto;;;ivr;2025-03-28 11:25:37;01:12
Diagnóstico CPE/HN;212444311;;Pronto;;Informativos;ivr;2025-03-28 11:25:37;02:28
Estatísticas ETH_LAN;212444311;01MS01;Pronto;;;ivr;2025-03-28 11:25:37;00:43
Consulta Produtos e Serviços;1700927007;;Pronto;;;FSync3;2025-03-28 11:25:36;00:00
Cadastro rede de acesso;212444311;;Pronto;;;ivr;2025-03-28 11:25:36;00:00
Consulta Produtos e Serviços;1701191479;;Pronto;;;ROBOTTECH;2025-03-28 11:25:36;00:00
Informação de cliente;1701191479;;Pronto;;;ROBOTTECH;2025-03-28 11:25:36;00:00
Informação de cliente;1700927007;;Pronto;;;netq;2025-03-28 11:25:36;00:00
Estado do ONT;1700927007;71VM01;Pronto;;Críticos;FSync3;2025-03-28 11:25:36;00:13
Consulta Produtos e Serviços;1701188917;;Falha de acesso ao cadastro;;;ROBOTTECH;2025-03-28 11:25:36;00:00
Informação de cliente;1701188917;;Pronto;;;ROBOTTECH;2025-03-28 11:25:36;00:00
Diagnóstico ALL;212444311;;Pronto;;Avisos;ivr;2025-03-28 11:25:36;02:29
Informação de cliente;212444311;;Pronto;;;ivr;2025-03-28 11:25:36;00:00
Alarmes Ativos;1704545799;;Pronto;;;P053646;2025-03-28 11:25:36;00:00
Avarias comuns;1704545799;;Pronto;;;P053646;2025-03-28 11:25:36;00:00
Informação de cliente;1701191479;;Pronto;;;netq;2025-03-28 11:25:35;00:00
Informação de cliente;1701188917;;Pronto;;;netq;2025-03-28 11:25:35;00:00
Topologia da rede de acesso (fibra);1701487514;;Pronto;;;FSync3;2025-03-28 11:25:35;00:01
Informação física e lógica;1701487514;;Pronto;;;FSync3;2025-03-28 11:25:35;00:01
Consulta Produtos e Serviços;1701487514;;Pronto;;;FSync3;2025-03-28 11:25:35;00:00
Informação de cadastro;1701487514;;Pronto;;;FSync3;2025-03-28 11:25:35;00:01
Informação de cliente;1701191479;;Pronto;;;ROBOTTECH;2025-03-28 11:25:35;00:00
Estado do ONT;1701191479;32SB01;Pronto;;;ROBOTTECH;2025-03-28 11:25:35;00:06
Informação de cliente;1704384824;;Pronto;;;PT10008619;2025-03-28 11:25:35;00:01
Estado do ONT;1701188917;01LX04;Pronto;;;ROBOTTECH;2025-03-28 11:25:35;00:19
Informação de cliente;1701188917;;Pronto;;;ROBOTTECH;2025-03-28 11:25:35;00:01
Cadastro GPON;1704893589;;Pronto;;;XMPLD18;2025-03-28 11:25:35;00:00
Consulta Produtos e Serviços;1702448471;;Pronto;;;FSync4;2025-03-28 11:25:34;00:00
Informação de cliente;1701750126;;Pronto;;;netq;2025-03-28 11:25:34;00:00
Erros óticos;1701750126;56SG01;Falha de sistema externo;;;FSync3;2025-03-28 11:25:34;00:01
Consulta Produtos e Serviços;1701187123;;Pronto;;;ROBOTTECH;2025-03-28 11:25:34;00:00
Informação de cliente;1701187123;;Pronto;;;ROBOTTECH;2025-03-28 11:25:34;00:00
Informação de cliente;1704545799;;Pronto;;;P053646;2025-03-28 11:25:34;00:01
Consulta HLR;934931813;;Pronto;;;xid04933;2025-03-28 11:25:34;00:01
Limpar/remover leases MPLS;1704893589;;Pronto;OK;;XMPLD18;2025-03-28 11:25:34;00:02
Informação de cliente;1701487514;;Pronto;;;FSync3;2025-03-28 11:25:34;00:00
Consulta RADIUS;1701548993;;Pronto;;;SGN;2025-03-28 11:25:33;00:02
Informação de cliente;1701187123;;Pronto;;;netq;2025-03-28 11:25:33;00:00
Estado do ONT;1701187123;32SB01;Pronto;;;ROBOTTECH;2025-03-28 11:25:33;00:13
Informação de cliente;1702448471;;Pronto;;;netq;2025-03-28 11:25:33;00:00
Estado do ONT;1702448471;73BZ01;Pronto;;Críticos;FSync4;2025-03-28 11:25:33;00:03
Informação de cliente;1701066421;;Pronto;;;SGN;2025-03-28 11:25:33;00:00
Mapeamento IMSI - MSISDN;934931813;;Pronto;;;xid04933;2025-03-28 11:25:33;00:01
Cadastro cliente móvel;934931813;;Pronto;;;xid04933;2025-03-28 11:25:33;00:01
Consulta equipamento;934931813;;Pronto;;;xid04933;2025-03-28 11:25:33;00:02
Instalação de Serviço;289841227;89SB01;Pronto;OK;;XTLTW66;2025-03-28 11:25:33;00:21
Consulta Produtos e Serviços;1704148039;;Pronto;;;ivr;2025-03-28 11:25:33;00:00
Consulta Produtos e Serviços;214576305;;Pronto;;;ivr;2025-03-28 11:25:33;00:00
Consulta de informação no SR Cliente;214576305;;Pronto;;;ivr;2025-03-28 11:25:33;00:01
Consulta de informação no Radius Rede;214576305;;Pronto;;;ivr;2025-03-28 11:25:33;00:00
Consulta de eventos de RR;214576305;;Pronto;;;ivr;2025-03-28 11:25:33;00:00
Diagnóstico HGW;214576305;;Falha de sistema externo;;;ivr;2025-03-28 11:25:33;00:00
Consulta Produtos e Serviços;224503196;;Pronto;;;ecare;2025-03-28 11:25:33;00:00
Consulta Produtos e Serviços;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Consulta Produtos e Serviços;1702135198;;Pronto;;;FSync1;2025-03-28 11:25:32;00:00
Informação de cadastro no SIGRA;231420065;;Pronto;;;FSync1;2025-03-28 11:25:32;00:00
Topologia da rede de acesso (cobre);231420065;;Pronto;;;FSync1;2025-03-28 11:25:32;00:01
Consulta Produtos e Serviços;231420065;;Pronto;;;FSync1;2025-03-28 11:25:32;00:00
Informação de cadastro;231420065;;Pronto;;;FSync1;2025-03-28 11:25:32;00:01
Informação de cliente;1704817710;;Pronto;;;netq;2025-03-28 11:25:32;00:00
Estado do ONT;224503196;02JV01;Pronto;;Informativos;ecare;2025-03-28 11:25:32;00:03
Avarias comuns;934931813;;Pronto;;;xid04933;2025-03-28 11:25:32;00:00
Alarmes Ativos;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Alarmes Arquivados 24h;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Configuração no SR Cliente;289841227;;Pronto;OK;;XTLTW66;2025-03-28 11:25:32;00:01
Dados MediaHub;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Consulta Devices;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Consulta PIN Visualização de canais e conteúdos;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Consulta PIN Compras e alugueres;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Consulta de quotas;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Consulta PIN adultos;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Dados MediaRoom;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Dados Subscrições;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Informação de cliente;1702135198;;Pronto;;;netq;2025-03-28 11:25:32;00:00
Estado do ONT;1702135198;32PT01;Pronto;;Críticos;FSync1;2025-03-28 11:25:32;00:07
Informação de cliente;231420065;;Pronto;;;FSync1;2025-03-28 11:25:32;00:00
Configuração no Radius Rede;289841227;;Pronto;OK;;XTLTW66;2025-03-28 11:25:32;00:00
Consulta Produtos e Serviços;289841227;;Pronto;;;XTLTW66;2025-03-28 11:25:32;00:00
Configuração de cliente MPLS;289841227;;Pronto;OK;;XTLTW66;2025-03-28 11:25:32;00:02
Consulta Produtos e Serviços;1704148039;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Informação de cliente;1704148039;;Pronto;;;netq;2025-03-28 11:25:32;00:00
Diagnóstico HGW;214576305;;Falha de sistema externo;;;ivr;2025-03-28 11:25:32;00:01
Informação de cliente;1704148039;;Pronto;;;netq;2025-03-28 11:25:32;00:00
Informação de cliente;1704148039;;Pronto;;;netq;2025-03-28 11:25:32;00:00
Informação de cliente;1704148039;;Pronto;;;netq;2025-03-28 11:25:32;00:00
Consulta Produtos e Serviços;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Informação de cliente;1704148039;;Pronto;;;netq;2025-03-28 11:25:32;00:00
Regime de Propriedade;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Informação de cliente;1704148039;;Pronto;;;netq;2025-03-28 11:25:32;00:00
Consulta ENUM/DNS;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:00
Estatísticas ETH_LAN;214576305;01ES01;Falha de sistema externo;;;ivr;2025-03-28 11:25:32;00:17
Erros óticos;214576305;01ES01;Pronto;;;ivr;2025-03-28 11:25:32;00:29
Consulta HSS;214576305;;Pronto;;Críticos;ivr;2025-03-28 11:25:32;00:01
Alarmes ONT últimas 24h;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:01
Potência Tx/Rx;214576305;01ES01;Pronto;;;ivr;2025-03-28 11:25:32;00:34
Consulta RADIUS;214576305;;Pronto;;Avisos;ivr;2025-03-28 11:25:32;00:01
Gestão de contas TV;214576305;;Pronto;;Avisos;ivr;2025-03-28 11:25:32;00:01
Estado do ONT;214576305;01ES01;Pronto;;Críticos;ivr;2025-03-28 11:25:32;00:39
Consulta de eventos MPLS;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:02
Diagnóstico CPE/HN;214576305;;Sem informação;;;ivr;2025-03-28 11:25:32;00:01
Consulta SIP-AS;214576305;;Pronto;;;ivr;2025-03-28 11:25:32;00:01
Consulta MPLS;214576305;;Pronto;;Avisos;ivr;2025-03-28 11:25:32;00:03
Estado ONT por PON;;;Pronto;;;FSync4;2025-03-28 11:25:31;00:02
Cadastro rede de acesso;214576305;;Pronto;;;ivr;2025-03-28 11:25:31;00:00
Informação de cliente;1701181628;;Pronto;;;ROBOTTECH;2025-03-28 11:25:31;00:00
Consulta Produtos e Serviços;1701181628;;Pronto;;;ROBOTTECH;2025-03-28 11:25:31;00:00
Teste de medidas elétricas;284858506;84VN01;Pronto;;Críticos;ROBOTTECH;2025-03-28 11:25:31;00:41
Informação ONT por PON;1700910006;71TS01;Pronto;;;XVIAA08;2025-03-28 11:25:31;00:00
Estado ONT por PON;1700910006;71TS01;Pronto;;Avisos;XVIAA08;2025-03-28 11:25:31;00:03
Diagnóstico ALL;214576305;;Pronto;;Críticos;ivr;2025-03-28 11:25:31;00:40
Informação de cliente;214576305;;Pronto;;;ivr;2025-03-28 11:25:31;00:00
Mapeamento IMSI - MSISDN;934931813;;Pronto;;;xid04933;2025-03-28 11:25:31;00:01
Cadastro cliente móvel;934931813;;Pronto;;;xid04933;2025-03-28 11:25:31;00:01
Consulta Radius (Móvel);934931813;;Pronto;;;xid04933;2025-03-28 11:25:31;00:00
Limpar/remover leases MPLS;289841227;;Pronto;OK;;XTLTW66;2025-03-28 11:25:31;00:01
Informação de cliente;934931813;;Pronto;;;xid04933;2025-03-28 11:25:30;00:01
Consulta Produtos e Serviços;1701178668;;Pronto;;;ROBOTTECH;2025-03-28 11:25:30;00:00
Informação de cliente;1701178668;;Pronto;;;ROBOTTECH;2025-03-28 11:25:30;00:00
Informação de cliente;1701181628;;Pronto;;;netq;2025-03-28 11:25:30;00:00
Remover RR;289841227;;Pronto;OK;;XTLTW66;2025-03-28 11:25:30;00:00
Clear hostnames;262759275;;Pronto;OK;;XMPWS17;2025-03-28 11:25:30;00:04
Clear leases;262759275;;Pronto;OK;;XMPWS17;2025-03-28 11:25:30;00:04
Clear leases & hostnames HGW;262759275;;Pronto;OK;;XMPWS17;2025-03-28 11:25:30;00:04
Consulta Produtos e Serviços;1701176541;;Falha de acesso ao cadastro;;;ROBOTTECH;2025-03-28 11:25:30;00:00
Informação de cliente;1701176541;;Pronto;;;ROBOTTECH;2025-03-28 11:25:30;00:00
Estado do ONT;1701181628;32SB01;Pronto;;;ROBOTTECH;2025-03-28 11:25:30;00:03
Informação de cliente;1701181628;;Pronto;;;ROBOTTECH;2025-03-28 11:25:30;00:00
Informação de cliente;1701178668;;Pronto;;;netq;2025-03-28 11:25:29;00:00
Consulta IP fixo;289841227;;Sem informação de cadastro;;;XTLTW66;2025-03-28 11:25:29;00:00
Remover SR;289841227;;Pronto;OK;;XTLTW66;2025-03-28 11:25:29;00:01
Consulta Produtos e Serviços;262695060;;Pronto;;;ecare;2025-03-28 11:25:29;00:00
Remover configuração de MPLS;289841227;;Pronto;OK;;XTLTW66;2025-03-28 11:25:29;00:01
Topologia da rede de acesso (fibra);1702260455;;Pronto;;;FSync4;2025-03-28 11:25:29;00:01
Informação física e lógica;1702260455;;Pronto;;;FSync4;2025-03-28 11:25:29;00:01
Consulta Produtos e Serviços;1702260455;;Falha de acesso ao cadastro;;;FSync4;2025-03-28 11:25:29;00:00
Informação de cadastro;1702260455;;Pronto;;;FSync4;2025-03-28 11:25:29;00:01
Informação de cliente;1701176541;;Pronto;;;netq;2025-03-28 11:25:29;00:00
Regime de Propriedade;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:29;00:00
Estado do ONT;1701178668;01TM01;Pronto;;Críticos;ROBOTTECH;2025-03-28 11:25:29;00:14
Informação de cliente;1701178668;;Pronto;;;ROBOTTECH;2025-03-28 11:25:29;00:00
Estado do ONT;1701176541;01LX04;Pronto;;;ROBOTTECH;2025-03-28 11:25:29;00:12
Informação de cliente;1701176541;;Pronto;;;ROBOTTECH;2025-03-28 11:25:29;00:01
Informação de cliente;1704577903;;Pronto;;;netq;2025-03-28 11:25:29;00:00
Reset ao ONT;1704577903;56VC01;Pronto;OK;;XRSDI96;2025-03-28 11:25:29;01:49
Informação de cliente;1704206102;;Pronto;;;netq;2025-03-28 11:25:28;00:00
Estado do ONT;262695060;62BR01;Pronto;;Críticos;ecare;2025-03-28 11:25:28;00:03
Regime de Propriedade;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:00
STB PM;289415283;;Falha de sistema externo;;;XRSDT80;2025-03-28 11:25:28;00:03
Diagnóstico STB;289415283;;Falha de sistema externo;;Avisos;XRSDT80;2025-03-28 11:25:28;00:40
DMZ Host;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:02
Estado IP Framed-Route;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:02
Consulta de Controlo Parental;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:05
Diagnóstico Smart Wi-Fi;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:04
Consulta Devices;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:00
Diagnóstico global STB;289415283;;Pronto;;Avisos;XRSDT80;2025-03-28 11:25:28;00:40
Informação de cliente;1703789002;;Pronto;;;netq;2025-03-28 11:25:28;00:00
Registar ONT;1703789002;75CL01;Pronto;OK;;873373;2025-03-28 11:25:28;00:20
Consulta Produtos e Serviços;1701786096;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:00
Consulta Produtos e Serviços;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:00
Diagnóstico HGW;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:01
Consulta de informação no Radius Rede;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:00
Consulta de informação no SR Cliente;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:14
Consulta de eventos de RR;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:00
Informação de cliente;1702260455;;Pronto;;;FSync4;2025-03-28 11:25:28;00:01
Consulta Produtos e Serviços;1702874086;;Pronto;;;ivr;2025-03-28 11:25:28;00:00
Consulta Produtos e Serviços;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:00
Consulta de informação no SR Cliente;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:14
Diagnóstico HGW;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:01
Consulta de eventos de RR;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:00
Consulta de informação no Radius Rede;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:00
Regime de Propriedade;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:00
Consulta Produtos e Serviços;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:00
Obter dados de conta;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:00
Obter Fast Zapping;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:01
Diagnóstico STB;227630173;;Pronto;;Informativos;ivr;2025-03-28 11:25:28;00:08
Diagnóstico STB;227630173;;Pronto;;Informativos;ivr;2025-03-28 11:25:28;00:08
Actualizar ONT em cadastro;1704855536;;Pronto;OK;;FSync1;2025-03-28 11:25:28;00:44
Estado IP Framed-Route;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:02
DMZ Host;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:02
Consulta Devices;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:00
Diagnóstico Smart Wi-Fi;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:00
Consulta de Controlo Parental;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:00
Diagnóstico global STB;227630173;;Pronto;;Informativos;ivr;2025-03-28 11:25:28;00:08
Consulta Produtos e Serviços;227630173;;Pronto;;;ivr;2025-03-28 11:25:28;00:00
Alarmes Ativos;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:00
Alarmes Arquivados 24h;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:28;00:00
Informação de cliente;1703789002;;Pronto;;;netq;2025-03-28 11:25:28;00:00
Consulta PIN adultos;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Consulta Devices;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Consulta PIN Compras e alugueres;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Dados MediaHub;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Consulta PIN Visualização de canais e conteúdos;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Consulta de quotas;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Dados Subscrições;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Dados MediaRoom;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Regime de Propriedade;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Consulta Produtos e Serviços;1701786096;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Diagnóstico HGW;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:01
Consulta Produtos e Serviços;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Regime de Propriedade;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Diagnóstico CPE/HN;289415283;;Pronto;;Avisos;XRSDT80;2025-03-28 11:25:27;00:46
Consulta SIP-AS;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:01
Consulta RADIUS;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:01
Alarmes ONT últimas 24h;289415283;;Pronto;;Avisos;XRSDT80;2025-03-28 11:25:27;00:01
Consulta MPLS;289415283;;Pronto;;Informativos;XRSDT80;2025-03-28 11:25:27;00:14
Gestão de contas TV;289415283;;Pronto;;Avisos;XRSDT80;2025-03-28 11:25:27;00:01
Estatísticas ETH_LAN;289415283;89LE01;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:17
Consulta ENUM/DNS;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Consulta HSS;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Consulta de eventos MPLS;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:01
Erros óticos;289415283;89LE01;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:18
Estado do ONT;289415283;89LE01;Pronto;;Informativos;XRSDT80;2025-03-28 11:25:27;00:16
Potência Tx/Rx;289415283;89LE01;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:13
Diagnóstico STB;1704895853;;Falha de sistema externo;;Críticos;NSM;2025-03-28 11:25:27;00:00
Diagnóstico STB;1704895853;;Pronto;;Avisos;NSM;2025-03-28 11:25:27;00:04
Consulta Produtos e Serviços;1702335353;;Falha de acesso ao cadastro;;;P053642;2025-03-28 11:25:27;00:00
Estado IP Framed-Route;1704895853;;Pronto;;;NSM;2025-03-28 11:25:27;00:03
Consulta de Controlo Parental;1704895853;;Falha de sistema externo;;;NSM;2025-03-28 11:25:27;00:02
Diagnóstico Smart Wi-Fi;1704895853;;Pronto;;;NSM;2025-03-28 11:25:27;00:02
Consulta Devices;1704895853;;Pronto;;;NSM;2025-03-28 11:25:27;00:00
DMZ Host;1704895853;;Pronto;;;NSM;2025-03-28 11:25:27;00:04
Diagnóstico global STB;1704895853;;Pronto;;Críticos;NSM;2025-03-28 11:25:27;00:04
Dados Subscrições;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Consulta PIN Visualização de canais e conteúdos;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Consulta PIN Compras e alugueres;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Dados MediaHub;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Consulta PIN adultos;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Dados MediaRoom;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Consulta Devices;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Consulta de quotas;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Cadastro rede de acesso;289415283;;Pronto;;;XRSDT80;2025-03-28 11:25:27;00:00
Consulta Produtos e Serviços;1704895853;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:27;00:00
Regime de Propriedade;1704895853;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:27;00:00
Alarmes Ativos;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Alarmes Arquivados 24h;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Consulta Produtos e Serviços;1702874086;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Diagnóstico HGW;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:01
Informação de cliente;1702874086;;Pronto;;;netq;2025-03-28 11:25:27;00:00
Informação de cliente;1702874086;;Pronto;;;netq;2025-03-28 11:25:27;00:00
Consulta Produtos e Serviços;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Informação de cliente;1702874086;;Pronto;;;netq;2025-03-28 11:25:27;00:00
Informação de cliente;1702874086;;Pronto;;;netq;2025-03-28 11:25:27;00:00
Informação de cliente;1702874086;;Pronto;;;netq;2025-03-28 11:25:27;00:00
Regime de Propriedade;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Consulta RADIUS;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:03
Consulta SIP-AS;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:01
Informação de cliente;1702874086;;Pronto;;;netq;2025-03-28 11:25:27;00:00
Gestão de contas TV;227630173;;Pronto;;Avisos;ivr;2025-03-28 11:25:27;00:01
Estado do ONT;227630173;02SD05;Pronto;;Informativos;ivr;2025-03-28 11:25:27;01:05
Consulta ENUM/DNS;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Consulta MPLS;227630173;;Pronto;;Informativos;ivr;2025-03-28 11:25:27;00:15
Consulta de eventos MPLS;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:02
Alarmes ONT últimas 24h;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Consulta HSS;227630173;;Pronto;;;ivr;2025-03-28 11:25:27;00:00
Erros óticos;227630173;02SD05;Falha de sistema externo;;;ivr;2025-03-28 11:25:27;01:02
Estatísticas ETH_LAN;227630173;02SD05;Pronto;;;ivr;2025-03-28 11:25:27;00:21
Diagnóstico CPE/HN;227630173;;Pronto;;Informativos;ivr;2025-03-28 11:25:27;00:58
Potência Tx/Rx;227630173;02SD05;Pronto;;;ivr;2025-03-28 11:25:27;01:02
Teste de medidas elétricas;282697318;82AZ03;Pronto;;Avisos;ROBOTTECH;2025-03-28 11:25:27;00:40
Diagnóstico ALL;289415283;;Pronto;;Avisos;XRSDT80;2025-03-28 11:25:27;00:47
Diagnóstico Smart Wi-Fi;224806297;;Pronto;;;ecare;2025-03-28 11:25:27;00:06
Consulta de Controlo Parental;224806297;;Pronto;;;ecare;2025-03-28 11:25:27;00:04
Alarmes Ativos;1702335353;;Pronto;;;P053642;2025-03-28 11:25:27;00:00
Alarmes Arquivados 24h;1702335353;;Pronto;;;P053642;2025-03-28 11:25:27;00:00
Diagnóstico Wi-Fi;224806297;;Pronto;;Informativos;ecare;2025-03-28 11:25:27;00:39
FI1;1703789002;;Pronto;OK;;873373;2025-03-28 11:25:27;00:22
Informação de cliente;1703789002;;Pronto;;;873373;2025-03-28 11:25:27;00:01
Regime de Propriedade;1704895853;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:27;00:00
Alarmes Arquivados 24h;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Alarmes Ativos;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Regime de Propriedade;224806297;;Pronto;;;ecare;2025-03-28 11:25:26;00:00
Cadastro rede de acesso;227630173;;Pronto;;;ivr;2025-03-28 11:25:26;00:00
Diagnóstico ALL;227630173;;Pronto;;Avisos;ivr;2025-03-28 11:25:26;01:05
Informação de cliente;1704895853;;Pronto;;;netq;2025-03-28 11:25:26;00:00
Consulta IP fixo;1704895853;;Sem informação de cadastro;;;NSM;2025-03-28 11:25:26;00:00
Consulta Produtos e Serviços;1704895853;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:26;00:00
Consulta de informação no Radius Rede;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Consulta de informação no SR Cliente;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:15
Diagnóstico HGW;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Consulta Produtos e Serviços;1704895853;;Falha de acesso ao cadastro;;;NSM;2025-03-28 11:25:26;00:00
Consulta de eventos de RR;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Consulta de quotas;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Dados Subscrições;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Consulta Devices;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Consulta PIN Compras e alugueres;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Consulta PIN adultos;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Dados MediaRoom;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Dados MediaHub;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Consulta PIN Visualização de canais e conteúdos;1704895853;;Pronto;;;NSM;2025-03-28 11:25:26;00:00
Informação de cliente;1702335353;;Pronto;;;netq;2025-03-28 11:25:26;00:00
Informação de cliente;1702335353;;Pronto;;;netq;2025-03-28 11:25:26;00:00
Informação de cliente;1702335353;;Pronto;;;netq;2025-03-28 11:25:26;00:00
Informação de cliente;1702335353;;Pronto;;;netq;2025-03-28 11:25:26;00:00
Alarmes ONT últimas 24h;1702335353;;Pronto;;Críticos;P053642;2025-03-28 11:25:26;00:01
